"Index","Product","Date","Stars","Review"
16077,"iHeartRadio",2013-10-22,1,"what happened   Won't let me navigate to any other stations. Anytime I try to tap the icon to go home or anywhere it shuts the app down. Stuck on one screen! Can't even get to help. Totally frustrated! Have always been a loyal iheart customer but I give up."
16082,"iHeartRadio",2014-03-22,5,"My music all the time - Sweet!   I set my alarm, I found several radio stations that fit my style and I like creating my own stations.  The changes are getting better.  I have the app on all my devices - Roku, Kindle Fire, home computer and iPad."
16086,"iHeartRadio",2016-08-10,5,"Awesome   It's awesome to have good music"
16088,"iHeartRadio",2013-10-25,5,"Really great!   I can now listen to all my favorite stations and find new ones! I like to listen to Glenn Beck & other talk radio stations, now I can listen to them anywhere/anytime. As long as I have Internet access, I can tune in and stay up to date."
16089,"iHeartRadio",2012-10-13,5,"Loveeeee iiiiiitt!!   Pandora's great, but the stations on iheart radio are more cusromized than Pandora's. And you don't need facebook. When you first download the app it asks to loving with Email OR Facebook. To all of you (including myself) without fb, you can still enjoy the app through your precious Email accounts. (:"
16096,"iHeartRadio",2013-11-03,5,"I love iHeartRadio!   Do you want to know why I love iHeartRadio?  I love iHeartRadio because I get to customize and make up radio stations to suit my tastes, and unlike Pandora, this app has many radio stations (including local ones), that I can choose from)!"
16098,"iHeartRadio",2016-11-12,5,"Cool   I like it"
16103,"iHeartRadio",2015-07-18,5,"Love be it   Keeps me home when I am away.  Always listening to local radio.  Love be it.  Super stable app.  Never crashes.  Thx."
16105,"iHeartRadio",2013-07-05,5,"love the music   I really love I Heart radio. I enjoy how that I can customize it to what genre and era of music that I like. I also enjoy listening to the different live radio stations around the United States. I would fully recommend I Heart Radio to anyone who loves music."
16106,"iHeartRadio",2016-06-29,5,"Five Stars   Have the app on every device in my home!"
16115,"iHeartRadio",2015-04-11,5,"Better than all radio apps!   I love it! You can create your own staions and listen to the newest music. Local stations are also available. I highly recommend this app"
16116,"iHeartRadio",2016-01-04,5,"Best Music App!   The best music app, period!I have tried others but always come back to I heart."
16118,"iHeartRadio",2016-11-11,4,"Four Stars   Great app"
16123,"iHeartRadio",2014-11-05,5,"great app!   Love this app! No ads, which Pandora has gotten horrible with. Love the addition of being able to view lyrics and artist bio! I've deleted Pandora from all my devices!"
16128,"iHeartRadio",2014-09-30,5,"better than pandora   Love the interface and the ability to play local stations. Definitely better than Pandora radio. Also, bigger music selection.Is that 20 words yet?Yes? Good"
16131,"iHeartRadio",2016-03-26,4,"Variety.   Not perfect, but as far as I can tell, the closest there is."
16132,"iHeartRadio",2014-06-30,4,"Love It In Indiana   I can listen to whatever stations I want, including Big Classic Hits, a Classic Hits station in Memphis, TN & other cities. I connect my tablet to my stereo & that makes it great to listen to."
16140,"iHeartRadio",2016-03-20,5,"awesome   If you sign in with Facebook you can create your own stations"
16143,"iHeartRadio",2016-02-08,4,"Four Stars   I had an Oktoberfest party and was able to stream German Oompah music."
16146,"iHeartRadio",2016-02-21,5,"Best music app ever!   I love it! So helpful with my  baby sisters! They love to dance!  ☺"
16150,"iHeartRadio",2016-01-25,1,"sux   Just listened to 16 ads, then blew my top, and said f#$k it, not worth it"
16151,"iHeartRadio",2014-11-14,5,"Five Stars   Its great to listen to your favorite stations."
16152,"iHeartRadio",2013-10-17,5,"LOVE IT LOVE IT LOVE IT   I tried both Rdio and Pandora before trying iHeartRadio and it is the best out of the three!  It works in the style of Pandora along with being able to stream actual radio stations.  Plus it is COMMERCIAL FREE in between songs!  Fantastic!"
16154,"iHeartRadio",2015-06-24,4,"Four Stars   I like the variety."
16156,"iHeartRadio",2016-10-01,4,"Four Stars   good app it works"
16160,"iHeartRadio",2015-09-16,1,"didn't work   I've tried to download this several times and it didn't work. But my kindle says I have it. Not there."
16161,"iHeartRadio",2013-10-14,4,"great music   my Girl Scout troop love to listen to the music at our meeting when we are working on crafts and stuff."
16165,"iHeartRadio",2016-03-26,5,"Great-Good   good but I wish it song the whole song but it is great!!!!!"
16168,"iHeartRadio",2015-02-17,5,"5 stars   Awesome app. I like how it &#34;learns&#34; what songs you like or dislike and adjusts to suit your preference. Would recommend to anyone."
16169,"iHeartRadio",2014-01-11,5,"great radio   I love it!  you can listen to all types of music from all over the country! It tells you the type of music and you singing, if you really like you can buy it.  It all there! in one spot.  So much better than just the radio."
16170,"iHeartRadio",2015-05-15,5,"The best station   I love this station because it plays the music with limited if hardly any  commercials. It really play music I love to listen to"
16173,"iHeartRadio",2014-09-23,5,"It's great! I love the selections of sings when you ...   It's great! I love the selections of sings when you create or select a playlist.In Pandora, they mixed in R & B in a Christian music playlist which I do not like."
16176,"iHeartRadio",2014-09-17,5,"Wow!   Kickass radio type thing knows what you want to listen to so you always have favourite stations plays things similar to what you like to see if your open to new types of songs"
16177,"iHeartRadio",2015-06-07,5,"Fantastic!   Music I want to listen to when I want to. It even asks if you like a song. It's marvelous for not having to have the tv on."
16179,"iHeartRadio",2014-02-11,5,"Best Radio!!!   I love the different music choices that is offered!!! Something for everyone!!!  All music no TALK that's what I loveJust  MUSIC ONLY!!!! My type of radio, music all the time no dam commercial interruptions!!!!!"
16181,"iHeartRadio",2014-09-27,5,"YEAH IHEARTRADIO   Man this is the best radio ever now I don't have to listen to any of my mom's songs whew cause some of the songs she puts on are stupid and some of the songs she has I like."
16185,"iHeartRadio",2014-06-19,5,"Great App   I can get all my favorite music and locations for free.  The sound quality is excellent!  Best radio anywhere. ."
16186,"iHeartRadio",2015-09-26,5,"better than spotify   It is the best people looking at the reviews just get it it's nice music get this one and pandora=)"
16189,"iHeartRadio",2014-06-19,5,"the best app   This is the best app I have ever downloaded and I download alot of apps!!!!!!!! I love iheart radio its the best"
16198,"iHeartRadio",2014-07-26,5,"GET IT!   It's great you can listen to all the music you want anywhere and you can choose if you like the music or not by putting a thumbs up or thumbs down and they show more music you may like."
16199,"iHeartRadio",2014-02-19,3,"good app but not entirely user friendly   I like that I can listen to any radio station.  I don't see one of my favorite local stations in the list.  I can't figure out how to populate my favorites list.  It is too easy to delete a favorite station as well."
16205,"iHeartRadio",2015-10-03,5,"I love this app!   I love thus app. I can get just about sny kind if music I want to listen to at any time. Love it!"
16206,"iHeartRadio",2016-07-30,5,"Love it. The best music ever   Love it.  The best music ever."
16212,"iHeartRadio",2015-11-12,1,"One Star   iHeart cannot keep their stream going to save their life. ALWAYS a problem, I""M OUT!"
16213,"iHeartRadio",2016-08-25,5,"Don't Wait Get The App Now   Best Free Music on Media"
16216,"iHeartRadio",2013-12-13,5,"this is great!   I love this app.  Where I am there's a lot of hills so reception inside my house is non-existent since I live so far from the station I love.  With this app I can listen to my favorite station without being tied to my computer."
16219,"iHeartRadio",2016-04-05,5,"awesome   This is the most helpful app wen I'm so strested  out!🎤"
16220,"iHeartRadio",2013-09-20,5,"IHeartRadio is the tops   While driving thru Bakersfield, California, I found Comedy 800 on my AM radio. They mentioned that they were on IHeartRadio, 24/7, so I downloaded the app. Now I can listen to stand-up comedy on AM 800 from 1,000 miles away! How cool is that!"
16228,"iHeartRadio",2016-03-06,5,"GOOD STUFF   LOVE THIS CREAT YOUR OWN STATION AND BE HAPPY WITH ALL THE MUSIC YOU LOVE"
16229,"iHeartRadio",2014-07-22,1,"Hard to navigate in and there is no HELP area ...   Hard to navigate in and there is no HELP area for reference. Commercials promoting iheart radio make is sound more than I experienced...but that's what PR is for. this is disappointing!"
16231,"iHeartRadio",2015-11-01,5,"Amazing   This is the most amazing music app ever! They really know how to play your favorite songs."
16237,"iHeartRadio",2015-08-30,5,"love it!   This app is amazing it knows exactly what music you like it's awesome a five star must have😀"
16238,"iHeartRadio",2016-10-13,1,"One Star   Don't use it"
16239,"iHeartRadio",2016-06-30,4,"Four Stars   I don't listen as often as I use to."
16241,"iHeartRadio",2016-01-24,1,"Does not work on my kindle fire   The app did not work on my kindle fire at all. Wouldn't even open once."
16246,"iHeartRadio",2014-06-13,5,"AMAZING!   I would just search a song that I absolutely like, then after listening to it, the radio would come up with songs that I've never heard of but now love. It's simply fabulous on my kindle fire!"
