prod,title,author,date,stars,comments
Pandora,Variety music,Kindle Customer,31-May-15,5,Great station. Love the variety which is good for work environment as well as relaxing at home. Keep adding.
Pandora,Five Stars,william lee jr,24-Jul-16,5,Doing a good job
Pandora,great,Michelle A. Mangan,30-Jun-15,5,I love it because  it's just like the real thing. If you like music this is the app for you!!!!7777777
Pandora,Five Stars,c flowe,21-Feb-16,5,Best music app. The ads get annoying but it's free
Pandora,Five Stars,Amazon Customer,19-Aug-16,5,Good music
Pandora,Four Stars,Amazon Customer,14-May-16,4,Its good to listen claasic music
Pandora,If I'd wanted endless commercials I would have just listened to the am radio!,Beachbear2014,29-Mar-14,2,Kids stuff all puffed up like a personal juke box kind of software which it might be if you continue to pay or whatever else you have to do. What it is NOT is a pleasant listening experience.
Pandora,Five Stars,Patty Brett,25-Sep-15,5,I really enjoy having this. It's so nice to be able to listen to all music I llike.
Pandora,do away with interruptions,gene esquivel,9-Jul-15,2,A better playlist n too many interruptions. I would not pay for the upgrade with no better playlist.
Pandora,Four Stars,sdale,23-Jul-16,4,It's pretty good
Pandora,Five Stars,Amazon Customer,10-Aug-16,5,Love pandora
Pandora,Okay,Alexis Irvin,7-Oct-13,3,This App only works half of the time. Sometimes I have to shut down my kindle just for it to work. I don't like that you only have a specific number of times that you can skip songs. That's why I rated it with three stars.
Pandora,"Love Pandora for any genre, any day, anytime.",Lucia M. Cunningham,7-Mar-14,5,"Love Pandora for any genre, any day, anytime.No Matter what my mood from spiritual to my country rootsor just a stroll down memory lane, I can find it and hear itall on Pandora."
Pandora,Four Stars,Enrique Ochoa,23-Jul-16,4,Can't pick song.
Pandora,Pandora Rating,Christine Catalla,29-Dec-12,5,Pandora has an excellent variety of music and continues to provide customer satisfaction every time. It offers an opportunity to skip songs that you prefer not to hear. I personally think they have a good selection of zumba/spanish music on the Don Omar radio station.
Pandora,Pandora,Spicy Girl,28-Jul-14,5,Pandora is one of my favorite chill-out stations.  I enjoy being able to like  a song.
Pandora,One Star,Curt Chambers,16-Feb-16,1,Does not load music very often. Plays sporadically.
Pandora,Five Stars,Jose,9-May-16,5,I love the variety of latin music
Pandora,Five Stars,dog lover,18-May-16,5,Love getting my favorite music.
Pandora,Great music.,Brenda Groseclose,2-Feb-16,4,Great App for music as long as you have wi-fi or data.
Pandora,Five Stars,Marsha l,6-Dec-15,5,"I love my Pandora it so great, not sure what I would do without it,"
Pandora,AWESOME!!!!!!!!!!!!!!,abeba,21-Oct-14,4,its pretty awesome u don't have to turn off what u were doing because it will play a song that might be from the same artist if I were u I would get it
Pandora,Pandora is awesome.,Beth Allen,31-Jul-15,5,"I love Pandora. Ads are short and far between. No talking dj's, just music by artists I select."
Pandora,Love Pandora,Bella's Other Mom,17-Oct-13,5,"I love that I get music that I like that I can tailor to the situation.  They also have some great picks that I had not heard of.  Great music and perfect for reading, sewing or any other activity that you have going on."
Pandora,pandora,We3Blessed,27-Mar-14,4,"Really like Pandora radio. I PAY the yearly fee for pandora one, commercial free version. It has a better sound and no limit on how much you can listen. Worth every penny. I'm very satisfied."
Pandora,Eh...,Kurt M,24-May-14,3,Well you can hear the music fine but what I don't like is that I can't search a song for it to play. It also needs to have a loop button so you can listen to a song more than once.
Pandora,Three Stars,Amazon Customer,22-Aug-16,3,thank you
Pandora,It's Pandora...,Kindle Customer,3-Jan-14,5,"I've been using Pandora practically since it first started. I remember the carefree days before the advent of advertising on it. Advertising is annoying, but life is business and if you cannot turn a profit you cannot stay alive.While you do tend to have to turn down as many or more songs you don't like as you find songs you DO like... You lose the ones you dislike very quickly, and you can keep track of the ones you do practically forever, it still works out in your favor most of the time."
Pandora,Five Stars,Ryan Woythaler,4-Mar-16,5,Works perfect.  No issues.  Highly recommended.
Pandora,wonderful streaming,Amazon Customer,11-Feb-13,5,"Always user friendly. Wonderful music I couldn't choose it so well for myself if I tried. Pandora introduces me to new artists and songs, and I soon becoming a great fan and end up purchasing their music as well. Pandora truly is background music for your life!"
Pandora,Thumbs up,Mike Maurer,10-Dec-14,5,Pandora is my go to for music when on road trips or working out. Pandora One is well worth the price for ad free and interruption free music.
Pandora,I definitively like iheart much better.,Karina Abernathy,5-Apr-13,3,"Great music,but it has a very generic feel to it. I feel iheart has more features I like.The only reason I have Pandora is because iheart crashed on me and I couldn't get it up back and running."
Pandora,Good Stuff!!,Amazon Customer,21-Jun-16,5,Met all expectations!!!
Pandora,Three Stars,Amazon Customer,21-Jun-16,3,Good but not that good.
Pandora,First and (still) the Best,G. Biggs,27-Feb-16,5,"I love Pandora and I'm fiercely loyal to the service. Actually offered to make a donation when I first discovered it a couple years ago - they thanked me and suggested I subscribe (didn't know about they offered a subscription service). The staff went without pay for a time early on until Pandora received their first round of venture funding. Best part about Pandora is the opportunity to discover new talent (some don't even have bios yet) or established artists you've never listed to. Maybe Pandora's competitors offer something like this - don't know, don't care. It's Pandora for me."
Pandora,I love the great selection,Richard Lee,15-Apr-16,5,Yes.  I love the great selection......
Pandora,Pandora is the junk,toomuchtobmac,14-Jan-14,5,"Great alternative 2 radio and a great variety of music, and especially the ability 2 customize your stations. Been listening 4 years and I still use Pandora all the time on countless devices. Top notch!!!"
Pandora,This app is good,Mr.Superior,18-May-15,4,This app is pretty good but it sometimes kicks me out of the app. Also it let's you listen to the latest music
Pandora,Four Stars,G Man,17-Jul-16,4,Love the optionsâ€‹
Pandora,Five Stars,Luis L.,16-Nov-15,5,"Its really nice, easy to use and bunch of songs bt several categories.."
Pandora,Five Stars,Judith K. O'Brien,25-Jul-16,5,I love Pandora!
Pandora,Pandora A Must for Music Loves!,JPD,15-Feb-14,5,Definitily 5 stars!  Great app that downloads easily. Gives you access to all types of music and artists. Once you select the artist or genre Pandora does the rest. No problems at all with this app!
Pandora,I enjoy joy listening to the different genre Pandora offers,Mary,24-Jul-14,5,"I enjoy joy listening to the different genre Pandora offers. It's great for my granddaughters as well, we play princess music when we are playing with their princesses."
Pandora,LOVE THIS,josh,25-Nov-15,5,"If you love music, you'll love Pandora! One issue: I love it too much"
Pandora,cool beans,Holli K. BET,20-Nov-15,3,This app is great so if you want it's not a waste in buying it
Pandora,The best music app,"Linda L Labin, PhD",15-Oct-14,5,The best music app. You choose the era or type of music you like and listen to particular artists and their contemporaries without the annoying radio announcer and ads. Includes an image of the album cover and you can also view the lyrics to each song. Rate the songs so Pandora learns what your interests are. Great!
Pandora,Four Stars,Pastor Thompson,29-Mar-16,4,Like a lot.  Lots of music to choose from
Pandora,Good deal for the money,Pete,2-Jan-15,4,"Works very well, only wish my Playstation 3 had app for it.  We pay the 36 dollars a year. Good variety of music and plenty of good mix."
Pandora,Five Stars,Jaime sierra,16-Jul-16,5,Very good tankyou
Pandora,easy to use,Michael Cooley,24-Mar-14,4,it doesnt get much simpler thas this folks type in a song or group or even a genre and bang u got it and it also gives recomendations based on your tastes. the more you use the more you get .
Pandora,Five Stars,Paula K,26-Jan-16,5,Awesome App with user accommodating tools. Easy to use.
Pandora,Wish I knew about this before.  My massage therapist told me about Pandora.  Love love my tunes,D J,24-Nov-15,5,Love that I can pick my favorite tunes. And any kind of music I like.
Pandora,Five Stars,nude1`,6-Jun-16,5,"awesome,and no commercials"
Pandora,A Complaint,Bob,9-Sep-13,5,"I had this app before,about 5 to 6 months ago,but now it won't work. I open the app and it just puts me at the loading screen and nothing else,I waited about 10 minutes and it didn't work. Please fix this,thanks for listening."
Pandora,I have used Pandora before but this edition will not ...,Joyce Lyn,18-Oct-15,1,I have used Pandora before  but this edition will not cover music or connect.
Pandora,I LOVE PANDORA ONE,brittany hillin,19-Jun-15,4,"I LOVE PANDORA ONE!!!!!!! I would of given them 4 stars, but they need to add more selections of music."
Pandora,Great mix of music available.,Country Cat,23-May-16,5,Love this app. Easy to set up
Pandora,Three Stars,Boogiegirl,6-Aug-15,3,I don't really use this much.  We got it for kids' songs since we babysit for our grandchild.
Pandora,love pandora,Cristina,13-Apr-16,5,I love my pandora.... It's my favorite
Pandora,First time user,Rostand,30-Jan-13,5,"I rarely turn on the radio anymore so it's great to be able to have exactly what I'm looking for on Pandora.  Aside from the occasional ad, nice to find World Music or age-appropriate music on demand based on an artist or genre I like. Comes through clear, also."
Pandora,Five Stars,Amazon Customer,10-Sep-16,5,Like
Pandora,Pandora,John R. Wooddell,18-Jan-13,5,"Lost my good jazz stations on the radio years ago. Pandora brings it all back. I don't even mind the commercials. After all, I had them on the radio. Didn't I?"
Pandora,I like it,Judith Clinton,23-Jul-16,5,Great selection
Pandora,Five Stars,Bo D.,10-Aug-16,5,It's okay!!
Pandora,Five Stars,Amazon Customer,23-Jul-16,5,I enjoy Pandora
Pandora,Five Stars,Grammie C,23-Aug-16,5,Love it!
Pandora,Five Stars,judeoch,29-Sep-16,5,Gr8t
Pandora,Five Stars,Tiffani,19-Aug-16,5,thumbs up
Pandora,Super radio,JOE THOMAS,5-Sep-16,5,Great
Pandora,Four Stars,Amy D Gozdzialski,14-Jul-16,4,Works as expected
Pandora,Five Stars,Andrea Shannon,4-Jun-16,5,Love the app and the music
Pandora,Four Stars,CHRISTOPHER R RILEY,22-Nov-15,4,l love picking my favorite music to listen to. Pandora let me hear it
Pandora,Five Stars,Amazon Customer,31-May-16,5,Love this and use it a lot.
Pandora,So far so good,cutekate,4-Jul-13,5,"So far the free app is great, I have no problems with loading, but just like a radio station same song repeated more variety. I use at work for music for about 8 hour shift. But I would recommend to anyone that does not have a radio app."
Pandora,Five Stars,Melissa,22-Jul-16,5,Love my Pandora
Pandora,My Favorite Music App,L. Burr,17-Jul-16,5,"I've been using Pandora for quite a long time and I'm very happy with it.  Sometimes it can be difficult to get this app to open, the music won't play.  I can get it to work if I close then re-open it."
Pandora,Pandora for the win!,SomeSillyMechanic,26-May-16,5,Great Internet Radio Station
Pandora,Five Stars,Amazon Customer,6-Feb-16,5,Love it! It's easy to use. Great selection of songs.
Pandora,Pandora gives a great variety of artist and up to date music commercial ...,Jennifer T. Thorpe,20-Feb-15,5,Pandora gives a great variety of artist and up to date music commercial free that Any and everyone who enjoys music would love.
Pandora,Five Stars,Roger Simmons,4-Sep-16,5,Great
Pandora,Five Stars,Amazon Customer,26-Aug-16,5,Like it
Pandora,Love music,Cathy Orlandi,13-Aug-16,5,Love music
